City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
361,vorkuta,67.5,64.0,257.04,91,100,8.83,RU,1712094820
362,dishna,26.1247,32.476,299.5,23,1,1.7,EG,1712094820
363,tazacorte,28.629,-17.9293,292.12,93,0,1.54,ES,1712094820
364,anadyr,64.75,177.4833,264.43,86,75,8.0,RU,1712094821
365,komarichi,52.4151,34.7905,287.54,69,100,7.38,RU,1712094821
366,astrakhan,46.3497,48.0408,280.08,81,0,3.0,RU,1712094821
367,kuznetsk,53.1167,46.6004,282.02,77,48,4.98,RU,1712094664
368,alofi,-19.0595,-169.9187,303.09,74,75,7.72,NU,1712094822
369,valdivia,-39.8142,-73.2459,288.2,89,57,1.5,CL,1712094768
370,axim,4.8699,-2.2405,300.82,87,83,2.7,GH,1712094822
371,bratsk,56.1325,101.6142,268.42,89,100,2.25,RU,1712094822
372,island harbour,50.724,-1.2758,284.22,90,100,5.36,GB,1712094822
373,nikolayevsk-on-amure,53.1406,140.73,268.13,92,95,1.64,RU,1712094823
374,kamloops,50.6665,-120.3192,292.7,39,75,9.77,CA,1712094680
375,obo,5.3998,26.4869,296.44,76,100,3.16,CF,1712094823
376,newnham,-41.3833,147.1333,283.68,71,100,4.63,AU,1712094823
377,tucumcari,35.1717,-103.725,289.79,26,40,9.77,US,1712094823
378,ketchikan,55.3422,-131.6461,279.14,93,100,3.6,US,1712094824
379,el khroub,36.2633,6.6936,284.64,66,0,1.54,DZ,1712094824
380,labrador city,52.9463,-66.9114,275.1,72,100,4.12,CA,1712094824
381,wau,7.7029,27.9953,302.51,43,93,2.78,SS,1712094824
382,eyl,7.9803,49.8164,300.22,75,42,5.58,SO,1712094824
383,fort bragg,35.139,-79.006,303.05,50,20,5.66,US,1712094825
384,dwarka,22.2394,68.9678,297.84,81,38,5.18,IN,1712094825
385,mabaruma,8.2,-59.7833,299.69,82,100,2.67,GY,1712094825
386,howard springs,-12.497,131.047,299.1,91,89,3.13,AU,1712094825
387,chipinge,-20.1883,32.6236,289.07,88,62,1.73,ZW,1712094825
388,petrolia,42.8668,-82.1498,280.16,93,100,7.2,CA,1712094826
389,ullal,12.8,74.85,300.68,89,20,1.03,IN,1712094826
390,vernon,50.2581,-119.2691,294.39,47,100,1.03,CA,1712094575
391,abbeville,50.1,1.8333,284.53,90,100,6.61,FR,1712094826
392,chibougamau,49.9168,-74.3659,275.94,44,0,4.12,CA,1712094826
393,greenville,35.6127,-77.3663,302.67,46,0,5.66,US,1712094531
394,yaren,-0.5472,166.916,300.87,77,94,1.98,NR,1712094827
395,el haouaria,37.05,11.0144,287.16,85,96,1.05,TN,1712094827
396,san juan bautista,-14.0108,-75.7358,298.99,56,97,6.13,PE,1712094828
397,laojunmiao,39.8333,97.7333,275.99,67,100,0.52,CN,1712094828
398,codrington,-38.2667,141.9667,286.79,86,79,3.3,AU,1712094828
399,nantucket,41.2835,-70.0995,280.42,70,100,4.12,US,1712094540
400,dongsheng,39.8161,109.9776,277.69,82,45,2.76,CN,1712094828
401,karlskoga,59.3267,14.5239,270.77,72,100,5.64,SE,1712094829
402,mocajuba,-2.5842,-49.5072,298.17,98,100,1.38,BR,1712094829
403,leava,-14.3,-178.1667,302.22,82,100,10.12,WF,1712094829
404,broome,42.2506,-75.833,280.21,94,100,7.2,US,1712094829
405,minab,27.1467,57.0801,296.62,63,68,0.97,IR,1712094830
406,praya,14.9215,-23.5087,295.45,78,20,9.26,CV,1712094830
407,kudahuvadhoo,2.6708,72.8944,301.53,71,100,0.98,MV,1712094830
408,topeka,39.0483,-95.678,288.03,53,40,10.29,US,1712094534
409,sarmiento,-45.5882,-69.07,281.56,74,100,8.51,AR,1712094830
410,inirida,3.8653,-67.9239,303.21,65,80,0.98,CO,1712094831
411,balkashino,52.5167,68.7667,270.43,95,74,2.23,KZ,1712094831
412,hammerfest,70.6634,23.6821,265.4,86,75,1.54,NO,1712094831
413,cozumel,20.5083,-86.9458,303.12,75,28,6.24,MX,1712094832
414,magadan,59.5667,150.8,264.86,67,1,2.85,RU,1712094832
415,kuqa,41.7278,82.9364,281.87,41,33,0.46,CN,1712094832
416,ati,13.2154,18.3353,303.14,11,99,4.81,TD,1712094832
417,chajul,15.4853,-91.0342,307.17,29,0,3.09,GT,1712094832
418,puerto deseado,-47.7503,-65.8938,283.18,66,100,5.02,AR,1712094833
419,manokwari,-0.8667,134.0833,299.22,82,100,1.42,ID,1712094833
420,hami,42.8,93.45,279.92,41,29,0.65,CN,1712094833
421,katghora,22.5,82.55,298.94,27,100,2.78,IN,1712094833
422,novyy urgal,51.0736,132.5642,266.98,92,100,0.8,RU,1712094833
423,manta,-0.95,-80.7333,301.03,78,75,5.81,EC,1712094834
424,corning,42.1428,-77.0547,280.99,90,100,2.24,US,1712094834
425,arraial do cabo,-22.9661,-42.0278,298.13,83,0,3.09,BR,1712094834
426,rawai,7.7797,98.3253,300.21,69,70,3.82,TH,1712094834
427,chinde,26.8418,88.0763,288.66,47,57,2.34,NP,1712094835
428,ta`u,-14.2336,-169.5144,302.4,79,100,7.86,AS,1712094835
429,batang berjuntai,3.3833,101.4167,300.18,94,62,0.9,MY,1712094835
430,netrakona,24.8833,90.7167,294.24,89,73,2.97,BD,1712094836
431,ujae,8.9322,165.7642,300.56,73,89,8.7,MH,1712094836
432,mammoth lakes,37.6485,-118.9721,286.55,23,0,3.09,US,1712094836
433,terra rica,-22.7094,-52.6169,299.31,66,87,1.66,BR,1712094781
434,amuntai,-2.4177,115.2494,296.9,97,97,1.11,ID,1712094837
435,amga,60.8953,131.9608,259.55,98,100,1.21,RU,1712094837
436,chos malal,-37.3781,-70.2709,285.14,67,85,8.56,AR,1712094837
437,yefremov,53.1481,38.0992,286.93,61,79,7.73,RU,1712094838
438,remire-montjoly,4.9167,-52.2667,302.17,79,100,5.14,GF,1712094838
439,xilin hot,43.9667,116.0333,273.07,41,74,1.57,CN,1712094838
440,neftegorsk,52.802,51.166,281.14,74,18,5.65,RU,1712094839
441,lodja,-3.4833,23.4333,294.0,97,91,0.41,CD,1712094839
442,wewak,-3.5534,143.6268,299.86,86,100,0.85,PG,1712094839
443,altay,47.8667,88.1167,273.7,68,10,2.45,CN,1712094839
444,ola,59.5833,151.2833,263.94,72,1,3.51,RU,1712094839
445,amahai,-3.3333,128.9167,299.06,88,100,3.15,ID,1712094840
446,puerto baquerizo moreno,-0.9,-89.6,302.7,84,20,5.14,EC,1712094738
447,aioun,16.6614,-9.6149,308.29,13,0,4.84,MR,1712094840
448,chelak,39.9203,66.8611,284.57,76,79,2.09,UZ,1712094840
449,orchha,25.35,78.65,300.51,19,100,1.74,IN,1712094841
450,fisterra,42.9049,-9.2629,287.45,92,23,8.89,ES,1712094841
451,black point,-34.6187,137.8972,289.27,68,92,2.25,AU,1712094841
452,paraiso,9.8383,-83.8656,300.63,65,28,1.26,CR,1712094841
453,riihimaki,60.7377,24.7773,272.93,99,100,6.28,FI,1712094841
454,barstow heights,34.8697,-117.0562,294.88,19,0,4.21,US,1712094842
455,yashan,22.1975,109.9419,297.44,88,77,4.53,CN,1712094842
456,guaruja,-23.9931,-46.2564,299.76,40,75,1.54,BR,1712094706
457,lihue,21.9789,-159.3672,300.73,69,75,9.26,US,1712094842
458,paczkow,50.464,17.0066,282.1,71,7,8.5,PL,1712094842
459,letlhakane,-21.4167,25.5833,295.15,45,90,5.94,BW,1712094843
460,quelimane,-17.8786,36.8883,296.62,94,61,0.98,MZ,1712094843
461,fortuna,40.5982,-124.1573,289.22,90,100,6.17,US,1712094843
462,thinadhoo,0.5333,72.9333,302.14,71,93,1.95,MV,1712094843
463,holualoa,19.6228,-155.9522,298.06,83,0,4.63,US,1712094843
464,saudarkrokur,65.7461,-19.6394,263.82,82,5,3.91,IS,1712094844
465,mejit,10.2753,170.8646,299.98,73,100,8.22,MH,1712094844
466,novyy urengoy,66.0833,76.6333,271.02,96,100,8.66,RU,1712094692
467,mokopane,-24.1944,29.0097,292.71,62,31,2.58,ZA,1712094844
468,stornoway,58.2093,-6.3865,280.13,85,100,10.8,GB,1712094844
469,alaghsas,17.0187,8.0168,304.13,7,93,4.92,NE,1712094845
470,san andres,12.5847,-81.7006,304.16,62,20,4.63,CO,1712094845
471,mandla,22.6,80.3833,299.39,27,99,0.83,IN,1712094845
472,kumbo,6.2,10.6667,293.66,59,100,1.64,CM,1712094845
473,muromtsevo,56.3724,75.2418,273.22,91,100,3.34,RU,1712094846
474,eastham,41.8301,-69.9739,280.9,76,100,3.6,US,1712094762
475,as sulayyil,20.4607,45.5779,292.29,57,100,3.45,SA,1712094847
476,ascension,30.2169,-90.9001,299.41,87,100,3.6,US,1712094847
477,wenchang,30.904,118.4887,289.12,96,100,3.32,CN,1712094847
478,vanimo,-2.6741,141.3028,299.62,88,95,1.42,PG,1712094848
479,vila velha,-20.3297,-40.2925,301.12,84,20,3.09,BR,1712094182
480,aripuana,-9.1667,-60.6333,299.44,83,99,0.75,BR,1712094848
481,yicheng,31.3705,119.8703,289.76,98,100,5.37,CN,1712094848
482,pacocha,-17.5833,-71.3333,297.23,57,0,2.57,PE,1712094849
483,novooleksiyivka,46.2269,34.6428,285.98,66,100,6.26,UA,1712094849
484,khandyga,62.6667,135.6,258.3,97,100,0.85,RU,1712094849
485,la penita de jaltomba,21.0333,-105.25,299.76,74,73,4.4,MX,1712094849
486,candeleda,40.1552,-5.2405,284.49,97,100,0.88,ES,1712094849
487,coahuayana de hidalgo,18.7,-103.6583,303.37,52,62,3.91,MX,1712094850
488,tobol,52.6844,62.5794,274.48,98,35,3.18,KZ,1712094850
489,manchester,53.4809,-2.2374,283.89,80,75,1.54,GB,1712094337
490,khorixas,-20.3667,14.9667,296.24,50,90,1.78,NA,1712094850
491,yeppoon,-23.1333,150.7333,297.03,72,5,3.54,AU,1712094695
492,trosa,58.8962,17.5481,271.38,90,100,10.23,SE,1712094851
493,greymouth,-42.4667,171.2,287.27,78,100,1.6,NZ,1712094851
494,pathein,16.7833,94.7333,298.14,84,3,4.07,MM,1712094851
495,sault ste. marie,46.5168,-84.3333,283.31,36,40,4.63,CA,1712094571
496,sovetskaya gavan',48.9723,140.2878,270.99,83,73,1.91,RU,1712094852
497,babu,24.4167,111.5167,296.01,96,37,1.72,CN,1712094852
498,nabire,-3.3667,135.4833,298.38,93,97,0.68,ID,1712094852
499,biltine,14.5333,20.9167,301.83,11,80,3.41,TD,1712094853
500,mont-laurier,46.5501,-75.4993,284.94,46,12,3.98,CA,1712094568
501,dongfeng,42.6403,125.5118,274.54,43,95,2.01,CN,1712094853
502,totness,5.8833,-56.3167,300.68,81,91,6.63,SR,1712094853
503,clarksville,36.5298,-87.3595,296.45,84,75,5.66,US,1712094609
504,nelson bay,-32.7167,152.15,291.48,84,43,4.47,AU,1712094854
505,recani,31.2846,-4.2688,295.45,14,39,3.3,MA,1712094854
506,kavieng,-2.5744,150.7967,301.73,76,100,4.91,PG,1712094854
507,suixi,33.8907,116.7747,284.05,85,100,4.47,CN,1712094854
508,elesbao veloso,-6.2019,-42.1403,298.24,90,100,0.88,BR,1712094855
509,lethbridge,49.7,-112.8186,292.42,34,75,10.8,CA,1712094715
510,akureyri,65.6835,-18.0878,264.11,79,0,2.06,IS,1712094855
511,cidreira,-30.1811,-50.2056,294.83,82,99,3.54,BR,1712094855
512,warrnambool,-38.3833,142.4833,286.9,82,88,4.59,AU,1712094580
513,sur,22.5667,59.5289,299.7,46,89,2.53,OM,1712094856
514,de aar,-30.6497,24.0123,291.08,32,7,3.61,ZA,1712094856
515,betong,5.7743,101.0723,295.95,99,52,0.72,TH,1712094856
516,okehampton,50.7384,-4.0016,284.4,95,100,8.19,GB,1712094856
517,kazanskoye,55.6448,69.235,273.04,96,72,6.22,RU,1712094856
518,salida,37.7058,-121.0849,298.79,41,0,3.09,US,1712094857
519,acarau,-2.8856,-40.12,299.98,87,100,2.66,BR,1712094758
520,nahiyat ash shinafiyah,31.5874,44.6602,297.63,20,99,3.53,IQ,1712094857
521,saint-joseph,-21.3667,55.6167,297.36,82,98,7.26,RE,1712094857
522,chyhyryn,49.0838,32.6555,284.88,62,52,8.82,UA,1712094857
523,sirinhaem,-8.5908,-35.1161,300.73,81,52,2.24,BR,1712094668
524,pavia,45.1845,9.1615,286.87,63,39,0.95,IT,1712094858
525,wulingyuan,29.3494,110.5441,288.93,95,100,2.45,CN,1712094858
526,fauske,67.2588,15.3918,266.17,87,3,3.32,NO,1712094858
527,rolla,37.9514,-91.7713,280.4,84,100,7.2,US,1712094858
528,leer,53.2316,7.461,282.67,97,64,3.38,DE,1712094859
529,christchurch,-43.5333,172.6333,290.05,79,88,7.2,NZ,1712094838
530,ulsteinvik,62.3432,5.8487,276.35,55,67,5.81,NO,1712094859
531,sumbe,-11.2061,13.8437,299.74,87,99,2.28,AO,1712094859
532,newman,37.3138,-121.0208,297.73,41,0,1.34,US,1712094859
533,castillos,-34.1667,-53.8333,288.29,73,19,2.6,UY,1712094860
534,maibong,25.3,93.1667,293.36,76,45,1.51,IN,1712094860
535,vizinga,61.0749,50.1031,273.55,95,100,2.81,RU,1712094860
536,olinda,-8.0089,-34.8553,303.0,79,40,3.6,BR,1712094860
537,plettenberg bay,-34.0527,23.3716,288.93,86,79,2.08,ZA,1712094860
538,dunbar,38.3606,-81.7374,293.18,92,75,2.57,US,1712094603
539,rongelap,11.1635,166.8941,299.81,81,100,7.76,MH,1712094861
540,westport,41.1415,-73.3579,281.05,89,100,8.23,US,1712094838
541,hassi messaoud,31.6804,6.0729,297.07,31,0,2.06,DZ,1712094861
542,hola,51.5377,23.1902,282.25,78,100,8.93,PL,1712094861
543,ouadda,8.0777,22.4007,302.37,36,100,1.75,CF,1712094862
544,taoudenni,22.6783,-3.9836,305.91,14,7,5.99,ML,1712094862
545,darnah,32.767,22.6367,293.14,49,0,2.7,LY,1712094862
546,lhasa,29.65,91.1,278.78,54,60,2.07,CN,1712094776
547,arno,60.1167,18.6333,272.47,89,100,12.1,SE,1712094862
548,tosontsengel,48.7567,98.2839,262.13,91,45,1.08,MN,1712094863
549,kiunga,-6.1219,141.2906,297.7,98,93,0.11,PG,1712094863
550,sorsk,54.0033,90.2467,273.04,79,100,1.28,RU,1712094863
551,tateyama,34.9833,139.8667,289.11,77,75,1.03,JP,1712094863
552,kimbe,-5.5502,150.1429,300.31,87,99,0.39,PG,1712094863
553,luderitz,-26.6481,15.1594,290.8,73,1,1.61,NA,1712094864
554,kirensk,57.7853,108.1119,257.02,99,70,1.34,RU,1712094864
555,lensk,60.7253,114.9278,267.68,95,99,3.32,RU,1712094864
556,sarakhs,36.5449,61.1577,285.18,47,30,1.29,IR,1712094864
557,angleton,29.1694,-95.4319,302.17,30,0,4.63,US,1712094864
558,winburg,-28.518,27.0093,289.36,50,37,1.15,ZA,1712094865
559,alice springs,-23.7,133.8833,291.05,49,0,2.57,AU,1712094865
560,north shore,-36.8,174.75,294.48,81,3,1.79,NZ,1712094865
561,ploermel,47.9317,-2.3978,284.51,97,100,7.66,FR,1712094865
562,suwayr,30.1171,40.3893,291.67,20,24,2.2,SA,1712094865
563,kununurra,-15.7667,128.7333,299.14,94,100,0.0,AU,1712094866
564,araripina,-7.5761,-40.4983,296.49,87,100,1.29,BR,1712094866
565,sao felix do xingu,-6.6447,-51.995,297.56,97,86,0.39,BR,1712094866
566,sechura,-5.5569,-80.8222,299.42,63,100,6.38,PE,1712094866
567,muroto-misakicho,33.2833,134.15,290.73,91,100,6.26,JP,1712094867
